red_mean,luma_mean
-213.0657,-62.0609
14.0459,-62.1416
-213.0573,-62.1364
14.0339,-62.1431
-212.9507,-62.1012
13.9839,-62.1293
-212.8872,-62.1095
14.1143,-62.0630
-212.5518,-61.9498
14.0529,-61.9739
-212.5418,-61.9693
14.0529,-61.9714
-212.5156,-61.9647
13.8873,-62.0155
-212.6159,-62.0531
13.8770,-62.0570
-212.5952,-62.0444
13.8192,-62.0642
-212.6031,-62.0671
13.8277,-62.0645
-212.5753,-62.0570
13.7106,-62.0950
-212.7283,-62.1402
13.7054,-62.1434
-212.7410,-62.1457
13.7123,-62.1458
-212.6835,-62.1324
14.0504,-62.0154
-212.3199,-61.9089
14.4757,-61.7687
-212.0871,-61.6947
14.3471,-61.7379
-212.0114,-61.7157
13.9776,-61.8425
-212.0194,-61.8387
13.4253,-62.0135
-212.0389,-62.0233
13.2913,-62.0671
-212.0210,-62.0513
13.1201,-62.1089
-212.0141,-62.1058
13.0939,-62.1161
-211.9680,-62.0949
12.9381,-62.1477
-211.9606,-62.1454
12.8642,-62.1693
-211.9266,-62.1589
12.7838,-62.1872
-211.8800,-62.1693
12.7477,-62.1803
-211.7555,-62.1357
12.7539,-62.1315
-211.7123,-62.1168
12.7853,-62.1040
-211.6505,-62.0881
12.7044,-62.1166
-211.6551,-62.1201
12.6948,-62.1232
-211.6182,-62.1088
12.6105,-62.1378
-211.6167,-62.1361
12.5788,-62.1494
-211.5638,-62.1278
12.4336,-62.1737
-211.5570,-62.1719
12.4202,-62.1751
-211.5339,-62.1639
12.4087,-62.1705
-211.5131,-62.1622
12.4027,-62.1640
-211.3374,-62.1007
12.3910,-62.1110
-211.2772,-62.0890
12.3911,-62.0909
-211.0298,-62.0041
12.3788,-62.0092
-211.0340,-62.0088
12.3793,-62.0098
-210.9458,-61.9857
12.2751,-62.0246
-210.9715,-62.0289
12.2290,-62.0455
-210.9619,-62.0407
12.1908,-62.0515
-210.9548,-62.0491
12.1693,-62.0543
-210.9139,-62.0426
12.1366,-62.0539
-211.0943,-62.1126
12.1354,-62.1131
-211.1033,-62.0981
12.0678,-62.1299
-211.0713,-62.1194
12.2127,-62.0763
-210.8618,-62.0080
12.4306,-61.9464
-210.7497,-61.9051
12.6227,-61.8472
-210.6576,-61.8165
12.4096,-61.8867
-210.7619,-61.9261
12.3568,-61.9426
-210.6492,-61.8971
11.8098,-62.0783
-210.9670,-62.1799
11.6463,-62.2303
-210.9650,-62.2179
11.6471,-62.2206
-210.9486,-62.2114
11.6569,-62.2083
-210.8569,-62.1779
11.6163,-62.1962
-210.8647,-62.2009
11.6414,-62.1936
-210.7527,-62.1501
11.5992,-62.1659
-210.7473,-62.1643
11.6126,-62.1585
-210.6546,-62.1257
11.6282,-62.1281
-210.4144,-62.0500
11.7981,-61.9974
-209.9219,-61.8313
11.7086,-61.8591
-209.9067,-61.8567
11.5977,-61.8952
-209.9353,-61.8991
11.3093,-61.9960
-210.0232,-62.0210
11.2195,-62.0540
-210.0390,-62.0537
11.1783,-62.0655
-209.9976,-62.0492
11.1801,-62.0513
-209.9185,-62.0229
11.1569,-62.0290
-209.9152,-62.0278
11.1154,-62.0428
-209.8998,-62.0337
11.0441,-62.0644
-209.8571,-62.0522
11.0679,-62.0455
-209.3104,-61.8634
11.0316,-61.8879
-209.1257,-61.8255
11.0052,-61.8380
-208.6087,-61.6662
11.0857,-61.6492
-208.4083,-61.5771
10.6408,-61.7286
-208.6367,-61.7914
10.5483,-61.8196
-208.6345,-61.8171
10.5487,-61.8201
-208.5911,-61.8047
10.2628,-61.8998
-208.6872,-61.9305
10.0903,-61.9921
-208.7723,-62.0086
9.6767,-62.1531
-208.8909,-62.1933
9.6370,-62.2026
-208.8429,-62.1801
9.6668,-62.1809
-208.6207,-62.1103
10.5035,-61.8179
-208.3935,-61.7494
10.4497,-61.7621
-208.9778,-61.9556
10.3216,-61.9905
-210.3174,-62.4382
9.3895,-62.7345
-210.4544,-62.7870
9.5021,-62.7494
