luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-58.61400000,-58.62089032,0.00689032,-0.00373759,-0.00373759
-58.60510000,-58.62565806,0.02055806,0.00875272,0.00875272
-58.60930000,-58.63040645,0.02110645,0.01633624,0.01633624
-58.56930000,-58.63518710,0.06588710,0.02556131,0.02556131
-58.27530000,-58.63565806,0.36035806,0.07300206,0.07300206
-58.25890000,-58.63776774,0.37886774,0.18248379,0.18248379
-58.16430000,-58.63723226,0.47293226,0.30992230,0.30992230
-58.22640000,-58.63683548,0.41043548,0.40329675,0.40329675
-58.38180000,-58.62828710,0.24648710,0.42443638,0.42443638
-58.61170000,-58.62227097,0.01057097,0.34601479,0.34601479
-58.75550000,-58.61557097,-0.13992903,0.18537201,0.18537201
-58.78120000,-58.60940323,-0.17179677,0.00715551,0.00715551
-58.83610000,-58.60285161,-0.23324839,-0.12911655,-0.12911655
-58.83810000,-58.60011935,-0.23798065,-0.21052564,-0.21052564
-58.83480000,-58.59317097,-0.24162903,-0.24764094,-0.24764094
-58.81710000,-58.58438710,-0.23271290,-0.25521555,-0.25521555
-58.84430000,-58.56567097,-0.27862903,-0.25375671,-0.25375671
-58.82280000,-58.55741613,-0.26538387,-0.25767639,-0.25767639
-58.81460000,-58.55134516,-0.26325484,-0.26344459,-0.26344459
-58.69860000,-58.55190323,-0.14669677,-0.25274700,-0.25274700
-58.73470000,-58.56052258,-0.17417742,-0.21903653,-0.21903653
-58.69770000,-58.57310000,-0.12460000,-0.18073437,-0.18073437
-58.69180000,-58.58854839,-0.10325161,-0.14753093,-0.14753093
-58.42900000,-58.60236774,0.17336774,-0.09031126,-0.09031126
-58.50020000,-58.60970968,0.10950968,0.00494486,0.00494486
-58.48360000,-58.61117419,0.12757419,0.08881870,0.08881870
-58.51180000,-58.60741613,0.09561613,0.12629545,0.12629545
-58.45710000,-58.60288065,0.14578065,0.13355059,0.13355059
-58.50690000,-58.59434839,0.08744839,0.12934645,0.12934645
-58.39500000,-58.58712581,0.19212581,0.12754174,0.12754174
-58.34900000,-58.57938387,0.23038387,0.14779326,0.14779326
-58.03380000,-58.57253871,0.53873871,0.21921097,0.21921097
-58.34920000,-58.56328710,0.21408710,0.31138612,0.31138612
-58.42110000,-58.55491290,0.13381290,0.32435295,0.32435295
-58.58660000,-58.54699355,-0.03960645,0.23563074,0.23563074
-58.54250000,-58.54275806,0.00025806,0.11176779,0.11176779
-58.64880000,-58.53758710,-0.11121290,0.00845521,0.00845521
-58.64320000,-58.53480645,-0.10839355,-0.06319755,-0.06319755
-58.65480000,-58.53220645,-0.12259355,-0.10693715,-0.10693715
-58.60940000,-58.53430968,-0.07509032,-0.12064284,-0.12064284
-58.65710000,-58.52800645,-0.12909355,-0.11615403,-0.11615403
-58.63900000,-58.52147097,-0.11752903,-0.11326012,-0.11326012
-58.64060000,-58.51332581,-0.12727419,-0.11652273,-0.11652273
-58.57160000,-58.51276452,-0.05883548,-0.11372263,-0.11372263
-58.61420000,-58.51427419,-0.09992581,-0.10092029,-0.10092029
-58.59480000,-58.52240323,-0.07239677,-0.08906500,-0.08906500
-58.60490000,-58.53151290,-0.07338710,-0.08123963,-0.08123963
-58.55750000,-58.55316129,-0.00433871,-0.06780360,-0.06780360
-58.56320000,-58.56472903,0.00152903,-0.04294555,-0.04294555
-58.56910000,-58.57406774,0.00496774,-0.01618399,-0.01618399
-58.56730000,-58.57710645,0.00980645,0.00146770,0.00146770
-58.57440000,-58.58233548,0.00793548,0.00984806,0.00984806
-58.61150000,-58.58426452,-0.02723548,0.00801390,0.00801390
-58.61120000,-58.58661290,-0.02458710,-0.00374604,-0.00374604
-58.49420000,-58.58863548,0.09443548,-0.00382425,-0.00382425
-58.30480000,-58.59211935,0.28731935,0.04678556,0.04678556
-58.28100000,-58.59462581,0.31362581,0.14880447,0.14880447
-58.25930000,-58.59727419,0.33797419,0.25182397,0.25182397
-58.43970000,-58.59902581,0.15932581,0.29922586,0.29922586
-58.55370000,-58.60296774,0.04926774,0.26072195,0.26072195
-58.64700000,-58.60592581,-0.04107419,0.15915640,0.15915640
-58.63140000,-58.60818065,-0.02321935,0.05243906,0.05243906
-58.70490000,-58.60186774,-0.10303226,-0.02416814,-0.02416814
-58.70780000,-58.59563548,-0.11216452,-0.07454291,-0.07454291
-58.71060000,-58.58502903,-0.12557097,-0.10699590,-0.10699590
-58.68080000,-58.57624516,-0.10455484,-0.12141537,-0.12141537
-58.70460000,-58.56597742,-0.13862258,-0.12456048,-0.12456048
-58.70860000,-58.56313871,-0.14546129,-0.12868587,-0.12868587
-58.71600000,-58.56346452,-0.15253548,-0.13727166,-0.13727166
-58.71750000,-58.56691935,-0.15058065,-0.14558447,-0.14558447
-58.71740000,-58.57479032,-0.14260968,-0.14968512,-0.14968512
-58.73480000,-58.58758710,-0.14721290,-0.14925505,-0.14925505
-58.72110000,-58.60086129,-0.12023871,-0.14481092,-0.14481092
-58.69490000,-58.61500323,-0.07989677,-0.13131966,-0.13131966
-58.69380000,-58.62313226,-0.07066774,-0.10819045,-0.10819045
-58.70590000,-58.62740645,-0.07849355,-0.08656846,-0.08656846
-58.66470000,-58.63038065,-0.03431935,-0.07070063,-0.07070063
-58.40920000,-58.63600000,0.22680000,-0.02645581,-0.02645581
-58.36430000,-58.63992581,0.27562581,0.07414409,0.07414409
-58.23440000,-58.64267419,0.40827419,0.20192778,0.20192778
-58.29680000,-58.64450968,0.34770968,0.31023374,0.31023374
-58.24900000,-58.64696129,0.39796129,0.37219784,0.37219784
-58.48640000,-58.64550968,0.15910968,0.37129583,0.37129583
-58.62160000,-58.64195806,0.02035806,0.28982666,0.28982666
-58.71830000,-58.63697742,-0.08132258,0.15161236,0.15161236
-58.73820000,-58.63190323,-0.10629677,0.01589320,0.01589320
-58.70150000,-58.62073548,-0.08076452,-0.07385112,-0.07385112
-58.69250000,-58.60773548,-0.08476452,-0.10796868,-0.10796868
-58.69770000,-58.59286774,-0.10483226,-0.11025808,-0.11025808
-58.69170000,-58.58193548,-0.10976452,-0.10697515,-0.10697515
-58.68620000,-58.57198710,-0.11421290,-0.10711148,-0.10711148
-58.73920000,-58.56566129,-0.17353871,-0.11618573,-0.11618573
-58.80560000,-58.56502581,-0.24057419,-0.14472360,-0.14472360
-58.82660000,-58.57301935,-0.25358065,-0.18932030,-0.18932030
-58.79300000,-58.58277419,-0.21022581,-0.22495580,-0.22495580
-58.76750000,-58.59485806,-0.17264194,-0.23027672,-0.23027672
-58.75680000,-58.60840968,-0.14839032,-0.20837632,-0.20837632
-58.65960000,-58.62384194,-0.03575806,-0.16595801,-0.16595801
-58.59850000,-58.63341613,0.03491613,-0.10083419,-0.10083419
-58.56160000,-58.63755484,0.07595484,-0.02490355,-0.02490355
-58.56020000,-58.63906129,0.07886129,0.03833146,0.03833146
-58.37120000,-58.63845806,0.26725806,0.09569874,0.09569874
-58.33180000,-58.63938065,0.30758065,0.17190584,0.17190584
-58.26020000,-58.63900323,0.37880323,0.25781622,0.25781622
-58.35600000,-58.64040968,0.28440968,0.31906181,0.31906181
-58.38540000,-58.64127419,0.25587419,0.33022329,0.33022329
