red_mean,luma_mean
-222.2572,-62.8045
22.0669,-62.8040
-222.2358,-62.7976
22.1138,-62.7861
-222.3092,-62.8080
22.4125,-62.7002
-222.3676,-62.7305
22.5846,-62.6694
-222.2133,-62.6135
22.3528,-62.6972
-222.2657,-62.7131
22.8446,-62.5493
-221.9569,-62.4548
22.6703,-62.5173
-221.9383,-62.5116
22.9770,-62.4137
-221.4290,-62.2498
22.8564,-62.2876
-221.6355,-62.3697
21.7926,-62.7325
-222.5758,-63.0305
19.1149,-63.9199
-223.1147,-64.0656
20.9757,-63.4659
-223.1207,-63.4601
21.1173,-63.4276
-221.5964,-62.9305
21.3564,-62.8323
-223.1891,-63.3548
21.4594,-63.3514
-221.7486,-62.8432
21.3919,-62.8453
-222.3166,-63.0221
21.7820,-62.8881
-222.0176,-62.7985
21.8885,-62.7856
-221.6561,-62.6685
23.7506,-62.0729
-221.5622,-62.0444
23.2574,-62.2002
-222.1235,-62.3971
23.2615,-62.3905
-223.7315,-62.9099
23.2925,-62.8982
-222.7586,-62.5826
22.3814,-62.8806
-223.2767,-63.0344
23.1827,-62.7778
-223.1695,-62.7385
22.9611,-62.8140
-223.1162,-62.7995
23.5972,-62.5893
-223.5694,-62.7326
23.4365,-62.7832
-222.7664,-62.5306
25.3052,-61.9318
-222.2584,-61.7711
25.0984,-61.8465
-222.7484,-61.9982
22.3176,-62.8821
-224.1378,-63.3316
23.0204,-63.1134
-223.4951,-62.9265
22.8235,-62.9911
-223.3423,-62.9331
22.7465,-62.9515
-223.6713,-63.0505
22.7338,-63.0603
-223.3930,-62.9693
22.0718,-63.1728
-223.4629,-63.1915
22.1029,-63.1802
-223.2483,-63.1081
22.0364,-63.1257
-222.5506,-62.8982
24.9908,-61.9506
-223.1367,-62.1327
23.8003,-62.5292
-223.1201,-62.5230
22.7788,-62.8430
-224.4817,-63.2744
23.0371,-63.1981
-224.5793,-63.2235
22.4885,-63.4048
-224.5385,-63.3878
23.0169,-63.2206
-224.1983,-63.1069
23.1659,-63.0599
-222.6673,-62.5639
22.9349,-62.6295
-223.3992,-62.8723
22.8045,-62.9218
-223.6106,-62.9793
23.2491,-62.8556
-223.4096,-62.7939
24.8749,-62.2623
-224.0856,-62.4736
24.8398,-62.4784
-223.3046,-62.2427
23.1275,-62.8004
-225.0512,-63.3392
25.0565,-62.7466
-224.1693,-62.4597
22.9103,-63.1373
-223.7250,-62.9843
24.3305,-62.5298
-224.4149,-62.7465
24.0862,-62.8212
-223.6809,-62.5895
23.5555,-62.7490
-223.7173,-62.7614
24.2922,-62.5272
-223.7555,-62.5394
24.3792,-62.5120
-222.2589,-62.0020
24.1494,-62.0857
-224.0707,-62.6593
24.3022,-62.5999
-223.9484,-62.5660
23.0704,-62.9769
-224.2402,-63.0723
23.5589,-62.9143
-225.2844,-63.2567
23.4677,-63.2881
-224.8544,-63.1410
23.5732,-63.1178
-224.7764,-63.0917
24.3628,-62.8351
-225.8922,-63.2012
24.2241,-63.2437
-224.9635,-62.9286
24.5007,-62.8461
-225.2092,-62.9299
24.6472,-62.8858
-224.7657,-62.7255
23.9111,-62.9811
-224.8913,-63.0197
24.0352,-62.9784
-224.9344,-62.9936
24.0594,-62.9833
-224.3563,-62.7785
23.3250,-63.0412
-224.1489,-62.9598
23.9601,-62.7449
-224.4482,-62.8617
23.9835,-62.8582
-223.4786,-62.5253
23.8609,-62.5780
-223.5477,-62.6031
24.1591,-62.4899
-223.2976,-62.4037
24.4567,-62.2941
-223.5043,-62.3710
24.3671,-62.4047
-223.5557,-62.4219
24.6471,-62.3180
-224.4839,-62.6261
24.5343,-62.6761
-224.3496,-62.6264
24.3066,-62.7115
-224.6453,-62.8198
24.4621,-62.7590
-224.7131,-62.7821
24.1545,-62.8749
-224.8738,-62.9336
24.3557,-62.8620
-225.0170,-62.9039
24.5498,-62.8471
-224.1379,-62.5547
24.8243,-62.4642
-224.2606,-62.5033
25.1176,-62.4117
-225.6074,-62.8544
25.1103,-62.8683
-224.8322,-62.6052
25.2757,-62.5436
-225.1498,-62.6546
25.7242,-62.5064
-225.1834,-62.5149
25.4296,-62.6132
-225.1299,-62.5992
25.2186,-62.6666
-225.4052,-62.7610
25.3273,-62.7233
-225.2466,-62.6672
25.5118,-62.6112
-225.0340,-62.5557
26.6239,-62.1834
-225.8757,-62.4700
26.6114,-62.4672
-225.9091,-62.4727
26.4964,-62.5081
-225.9671,-62.5344
27.1818,-62.2959
-227.0664,-62.6523
