red_mean,luma_mean
-219.5729,-61.0768
24.1992,-61.4872
-219.5907,-61.4914
24.0706,-61.5286
-219.6157,-61.5332
23.8270,-61.6067
-220.0523,-61.7503
23.7279,-61.7842
-220.1292,-61.8096
23.5921,-61.8534
-220.1543,-61.8609
23.5739,-61.8658
-220.1080,-61.8471
23.3303,-61.9177
-220.1243,-61.9223
23.2999,-61.9320
-220.1535,-61.9404
23.2740,-61.9446
-219.9690,-61.8889
24.7014,-61.3987
-218.8653,-61.0588
24.8995,-60.9905
-219.0985,-61.0650
24.8444,-61.0869
-219.8472,-61.3305
24.6365,-61.4040
-220.7553,-61.7135
24.5291,-61.7463
-220.7417,-61.7341
24.4678,-61.7571
-220.8317,-61.7879
24.1345,-61.8950
-220.8472,-61.8992
24.0119,-61.9456
-220.7806,-61.9201
23.9399,-61.9437
-220.7261,-61.9159
23.9550,-61.9095
-220.6065,-61.8641
23.9060,-61.8801
-220.5756,-61.8706
23.8883,-61.8772
-220.5178,-61.8560
23.8470,-61.8687
-220.1182,-61.7310
25.3078,-61.2558
-218.9319,-60.8761
25.2846,-60.8867
-218.8045,-60.8498
24.4359,-61.1343
-219.0360,-61.2094
23.6472,-61.4727
-219.1034,-61.4887
23.1977,-61.6465
-219.1107,-61.6531
23.0283,-61.7069
-219.1046,-61.7120
22.6343,-61.8335
-219.3619,-61.9171
22.5143,-61.9594
-219.3461,-61.9532
22.4259,-61.9877
-219.2822,-61.9612
22.3951,-61.9707
-219.2045,-61.9447
22.3418,-61.9634
-219.1510,-61.9416
22.2983,-61.9595
-219.0898,-61.9352
22.2100,-61.9606
-218.9516,-61.9039
23.2181,-61.5764
-217.2359,-61.0177
23.1123,-61.0488
-217.2067,-61.0460
22.7726,-61.1573
-217.3407,-61.2103
21.7731,-61.5585
-217.7620,-61.6986
21.5806,-61.7567
-217.7342,-61.7458
21.3704,-61.8210
-217.7431,-61.8221
21.3202,-61.8430
-217.7005,-61.8276
21.2037,-61.8639
-217.6765,-61.8559
21.1101,-61.8879
-217.6086,-61.8646
20.6595,-62.0099
-217.6509,-62.0259
20.6581,-62.0253
-217.6244,-62.0122
20.4780,-62.0685
-217.6686,-62.0842
20.4752,-62.0864
-217.5893,-62.0613
21.5796,-61.6860
-216.0658,-61.1817
22.1483,-61.0029
-216.0077,-60.9830
21.6552,-61.1572
-216.2196,-61.2308
20.7450,-61.5263
-216.9906,-61.8063
20.3699,-61.9169
-217.0063,-61.9097
20.1631,-61.9798
-217.1095,-62.0108
20.0805,-62.0447
-217.0845,-62.0355
19.9316,-62.0753
-217.0863,-62.0803
19.9693,-62.0701
-217.0738,-62.0580
19.8665,-62.0984
