luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-62.89180000,-62.68646129,-0.20533871,-0.02226846,
-62.85510000,-62.68646129,-0.16863871,-0.08236081,
-62.76340000,-62.68646129,-0.07693871,-0.13251502,
-62.74130000,-62.68646129,-0.05483871,-0.13155552,
-62.64160000,-62.68646129,0.04486129,-0.08956257,
-62.53640000,-62.68646129,0.15006129,-0.01759207,
-62.12740000,-62.68646129,0.55906129,0.11046774,
-62.11170000,-62.68646129,0.57476129,0.30224499,
-62.10690000,-62.68646129,0.57956129,0.47893199,
-62.27650000,-62.68646129,0.40996129,0.55863105,
-62.31140000,-62.68646129,0.37506129,0.53353872,
-62.75720000,-62.68646129,-0.07073871,0.41242655,
-62.80070000,-62.68646129,-0.11423871,0.20878962,
-62.87150000,-62.68646129,-0.18503871,0.00235924,
-62.85270000,-62.68646129,-0.16623871,-0.13342749,
-62.94340000,-62.68646129,-0.25693871,-0.20177353,
-62.93480000,-62.66663548,-0.26816452,-0.23834459,
-63.12760000,-62.65125806,-0.47634194,-0.28401488,
-63.10910000,-62.64377097,-0.46532903,-0.35787997,
-63.12900000,-62.64090645,-0.48809355,-0.43112985,
-63.10810000,-62.64192258,-0.46617742,-0.47377976,
-63.11470000,-62.64570645,-0.46899355,-0.48643079,
-62.98840000,-62.66565161,-0.32274839,-0.46663661,
-62.98780000,-62.68987097,-0.29792903,-0.41123051,
-62.80410000,-62.71446129,-0.08963871,-0.32494989,
-62.82390000,-62.73398065,-0.08991935,-0.21865481,
-62.65740000,-62.75251290,0.09511290,-0.10964979,
-62.51910000,-62.75645806,0.23735806,0.00844116,
-62.13230000,-62.75830000,0.62600000,0.17119748,
-62.14440000,-62.75688387,0.61248387,0.37550019,
-62.11060000,-62.75560968,0.64500968,0.54684489,
-62.27720000,-62.75135161,0.47415161,0.62066986,
-62.37840000,-62.74686129,0.36846129,0.58714304,
-62.53130000,-62.73295806,0.20165806,0.47522474,
-62.65250000,-62.71478710,0.06228710,0.32471592,
-62.67310000,-62.69192258,0.01882258,0.17446047,
-62.65370000,-62.66656129,0.01286129,0.06427495,
-62.74570000,-62.64058387,-0.10511613,-0.00444998,
-62.86250000,-62.62272581,-0.23977419,-0.07130450,
-62.86920000,-62.61066452,-0.25853548,-0.15261201,
-62.88160000,-62.61101935,-0.27058065,-0.22312373,
-62.88590000,-62.61069677,-0.27520323,-0.26483849,
-62.87950000,-62.61886129,-0.26063871,-0.28022963,
-62.85780000,-62.63049677,-0.22730323,-0.27448320,
-62.82760000,-62.65514516,-0.17245484,-0.24989650,
-62.81320000,-62.67948387,-0.13371613,-0.21040221,
-62.81140000,-62.70792258,-0.10347742,-0.16577327,
-62.79560000,-62.73379677,-0.06180323,-0.12362752,
-62.69660000,-62.75679032,0.06019032,-0.07498847,
-62.54580000,-62.77393871,0.22813871,0.00376407,
-62.42020000,-62.79228065,0.37208065,0.12298885,
-62.32190000,-62.81335484,0.49145484,0.26546411,
-62.30940000,-62.83793226,0.52853226,0.39889011,
-62.43480000,-62.86087419,0.42607419,0.48149882,
-62.61390000,-62.88007419,0.26617419,0.47692305,
-62.81510000,-62.89351613,0.07841613,0.38105788,
-62.81390000,-62.88836129,0.07446129,0.23988812,
-62.91050000,-62.87264516,-0.03785484,0.11246383,
-62.87980000,-62.85842581,-0.02137419,0.02158816,
-62.89640000,-62.84569677,-0.05070323,-0.03028423,
-62.89890000,-62.84825806,-0.05064194,-0.05208992,
-62.99220000,-62.85421613,-0.13798387,-0.06772334,
-63.07930000,-62.86992581,-0.20937419,-0.10133467,
-63.09120000,-62.88731290,-0.20388710,-0.15031910,
-63.06290000,-62.91189032,-0.15100968,-0.18365410,
-63.22110000,-62.94099032,-0.28010968,-0.19959747,
-63.32640000,-62.97407097,-0.35232903,-0.23331363,
-63.41560000,-63.00748065,-0.40811935,-0.29364737,
-63.45690000,-63.03426129,-0.42263871,-0.35759585,
-63.45770000,-63.05396774,-0.40373226,-0.40207767,
-63.28590000,-63.06460323,-0.22129677,-0.39889764,
-62.72180000,-63.06993548,0.34813548,-0.27889822,
-62.39870000,-63.07568387,0.67698387,0.00433894,
-62.43870000,-63.07769032,0.63899032,0.34444621,
-62.46320000,-63.08495484,0.62175484,0.58026149,
-62.90700000,-63.09325806,0.18625806,0.62625430,
-62.99790000,-63.10182258,0.10392258,0.48799442,
-63.29840000,-63.10339677,-0.19500323,0.25489215,
-63.33460000,-63.10053871,-0.23406129,0.01540526,
-63.45850000,-63.09054839,-0.36795161,-0.17758998,
-63.44790000,-63.07727742,-0.37062258,-0.30596968,
-63.44570000,-63.04929355,-0.39640645,-0.37645582,
-63.35760000,-63.01801935,-0.33958065,-0.39807684,
-63.13960000,-62.98530000,-0.15430000,-0.36549663,
-63.04570000,-62.95387419,-0.09182581,-0.27706533,
-62.94360000,-62.92350968,-0.02009032,-0.16819848,
-62.98040000,-62.89831290,-0.08208710,-0.08458944,
-62.99210000,-62.89507097,-0.09702903,-0.05239351,
-62.97270000,-62.90930645,-0.06339355,-0.05647297,
-63.10500000,-62.92557742,-0.17942258,-0.07697474,
-63.15380000,-62.94266774,-0.21113226,-0.11864863,-0.11864863
-63.16440000,-62.94853548,-0.21586452,-0.16880455,-0.16880455
-63.04100000,-62.95215806,-0.08884194,-0.19053172,-0.19053172
-62.99070000,-62.94609677,-0.04460323,-0.16215590,-0.16215590
-62.78150000,-62.93818387,0.15668387,-0.08530466,-0.08530466
-62.65150000,-62.92526129,0.27376129,0.03444054,0.03444054
-62.35360000,-62.91331935,0.55971935,0.19381809,0.19381809
-62.35690000,-62.89828387,0.54138387,0.36911850,0.36911850
-62.40130000,-62.88051935,0.47921935,0.49362132,0.49362132
-62.48270000,-62.85972903,0.37702903,0.52176109,0.52176109
-62.51640000,-62.84156774,0.32516774,0.47318903,0.47318903
-62.50480000,-62.82476129,0.31996129,0.39892967,0.39892967
-62.62130000,-62.80991935,0.18861935,0.32789578,0.32789578
-62.84000000,-62.79794194,-0.04205806,0.23461058,0.23461058
-62.94310000,-62.79490323,-0.14819677,0.09908313,0.09908313
-62.99300000,-62.79679032,-0.19620968,-0.04403798,-0.04403798
-63.08890000,-62.79721613,-0.29168387,-0.15971487,-0.15971487
-63.11020000,-62.79819355,-0.31200645,-0.24479417,-0.24479417
-63.11050000,-62.80351290,-0.30698710,-0.29766670,-0.29766670
-63.08930000,-62.80821290,-0.28108710,-0.31589189,-0.31589189
-63.05790000,-62.82096129,-0.23693871,-0.30448407,-0.30448407
-63.07770000,-62.83397419,-0.24372581,-0.27715889,-0.27715889
-62.97960000,-62.85693871,-0.12266129,-0.24029100,-0.24029100
-62.80690000,-62.87833226,0.07143226,-0.16987648,-0.16987648
-62.49510000,-62.90048065,0.40538065,-0.02812916,-0.02812916
-62.48270000,-62.92192581,0.43922581,0.17146950,0.17146950
-62.42260000,-62.94611290,0.52351290,0.35517698,0.35517698
-62.52030000,-62.97080645,0.45050645,0.46828542,0.46828542
-62.62080000,-62.99300323,0.37220323,0.49518222,0.49518222
-62.87850000,-63.00753871,0.12903871,0.43232293,0.43232293
-63.16350000,-63.01586129,-0.14763871,0.27757392,0.27757392
-63.16700000,-63.01236774,-0.15463226,0.07423128,0.07423128
-63.19470000,-63.00049032,-0.19420968,-0.09183286,-0.09183286
-63.20590000,-62.98639677,-0.21950323,-0.18634980,-0.18634980
-63.13640000,-62.97178387,-0.16461613,-0.22143651,-0.22143651
-63.17670000,-62.95838387,-0.21831613,-0.21947849,-0.21947849
-63.05490000,-62.94595161,-0.10894839,-0.20068093,-0.20068093
-63.06550000,-62.93445806,-0.13104194,-0.16929775,-0.16929775
-63.02010000,-62.93035161,-0.08974839,-0.13606654,-0.13606654
-63.08790000,-62.93208065,-0.15581935,-0.11728069,-0.11728069
-63.14750000,-62.94354194,-0.20395806,-0.12621013,-0.12621013
-63.26620000,-62.95355484,-0.31264516,-0.16928030,-0.16928030
-63.27030000,-62.96558710,-0.30471290,-0.23222086,-0.23222086
-63.30940000,-62.97541613,-0.33398387,-0.28728008,-0.28728008
-63.29060000,-62.98189355,-0.30870645,-0.31875081,-0.31875081
-63.20110000,-62.98062258,-0.22047742,-0.31735603,-0.31735603
-62.88470000,-62.97472903,0.09002903,-0.25079180,-0.25079180
-62.72070000,-62.97047742,0.24977742,-0.09859105,-0.09859105
-62.67330000,-62.96664516,0.29334516,0.08727176,0.08727176
-62.65750000,-62.96094839,0.30344839,0.23084970,0.23084970
-62.67390000,-62.95637097,0.28247097,0.30363306,0.30363306
-62.67250000,-62.94825161,0.27575161,0.31863943,0.31863943
-62.72140000,-62.94239355,0.22099355,0.29949335,0.29949335
-62.85230000,-62.92483871,0.07253871,0.24932418,0.24932418
-62.86050000,-62.90513226,0.04463226,0.17010397,0.17010397
-62.85040000,-62.88316129,0.03276129,0.09277237,0.09277237
-62.79310000,-62.86158387,0.06848387,0.04784678,0.04784678
-62.79560000,-62.84077742,0.04517742,0.03642282,0.03642282
-62.82500000,-62.82146452,-0.00353548,0.03391167,0.03391167
-62.82160000,-62.80654194,-0.01505806,0.02091955,0.02091955
-62.83910000,-62.79943548,-0.03966452,-0.00014741,-0.00014741
-62.98080000,-62.79641290,-0.18438710,-0.03686891,-0.03686891
-63.03520000,-62.80278710,-0.23241290,-0.10179688,-0.10179688
-63.07590000,-62.81776129,-0.25813871,-0.17623491,-0.17623491
-63.02930000,-62.83457742,-0.19472258,-0.22525145,-0.22525145
-62.99450000,-62.85170968,-0.14279032,-0.22850084,-0.22850084
-62.92500000,-62.86869032,-0.05630968,-0.18858457,-0.18858457
-62.87330000,-62.88707742,0.01377742,-0.12056654,-0.12056654
-62.52130000,-62.90444839,0.38314839,-0.00867523,-0.00867523
-62.40920000,-62.91205484,0.50285484,0.16902332,0.16902332
