luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-62.06090000,-62.04280968,-0.01809032,-0.00196185,
-62.14160000,-62.04280968,-0.09879032,-0.01635833,
-62.13640000,-62.04280968,-0.09359032,-0.04727902,
-62.14310000,-62.04280968,-0.10029032,-0.07827712,
-62.10120000,-62.04280968,-0.05839032,-0.09219795,
-62.12930000,-62.04280968,-0.08649032,-0.08945409,
-62.10950000,-62.04280968,-0.06669032,-0.08212030,
-62.06300000,-62.04280968,-0.02019032,-0.07025013,
-61.94980000,-62.04280968,0.09300968,-0.03760892,
-61.97390000,-62.04280968,0.06890968,0.01431565,
-61.96930000,-62.04280968,0.07350968,0.05726209,
-61.97140000,-62.04280968,0.07140968,0.07694247,
-61.96470000,-62.04280968,0.07810968,0.08161852,
-62.01550000,-62.04280968,0.02730968,0.07531523,
-62.05310000,-62.04280968,-0.01029032,0.05396171,
-62.05700000,-62.04280968,-0.01419032,0.02310228,
-62.04440000,-62.03239032,-0.01200968,-0.00201458,
-62.06420000,-62.01865161,-0.04554839,-0.01803689,
-62.06710000,-62.00917097,-0.05792903,-0.03266046,
-62.06450000,-61.99935161,-0.06514839,-0.04761079,
-62.05700000,-61.99652258,-0.06047742,-0.05857940,
-62.09500000,-61.99310323,-0.10189677,-0.06781302,
-62.14020000,-61.99173548,-0.14846452,-0.08602875,
-62.14340000,-61.99135806,-0.15204194,-0.11411674,
-62.14570000,-61.99649032,-0.14920968,-0.13861025,
-62.14580000,-62.00074516,-0.14505484,-0.15068371,
-62.13240000,-62.00548065,-0.12691935,-0.15048137,
-62.01540000,-62.00946452,-0.00593548,-0.12904382,
-61.90890000,-62.01536774,0.10646774,-0.06990287,
-61.76870000,-62.01955806,0.25085806,0.02847023,
-61.69470000,-62.02330645,0.32860645,0.14831262,
-61.73790000,-62.02659355,0.28869355,0.25104039,
-61.71570000,-62.03120000,0.31550000,0.30656403,
-61.84250000,-62.03459032,0.19209032,0.31142101,
-61.83870000,-62.03824194,0.19954194,0.27535897,
-62.01350000,-62.04053871,0.02703871,0.21173720,
-62.02330000,-62.04294194,0.01964194,0.12973205,
-62.06710000,-62.04364516,-0.02345484,0.05259596,
-62.05130000,-62.04247742,-0.00882258,0.00187248,
-62.10890000,-62.04069355,-0.06820645,-0.02657185,
-62.10580000,-62.03975484,-0.06604516,-0.04680600,
-62.11610000,-62.03892581,-0.07717419,-0.06288710,
-62.09490000,-62.03862903,-0.05627097,-0.07061307,
-62.14770000,-62.04164194,-0.10605806,-0.07446104,
-62.14540000,-62.04902581,-0.09637419,-0.08291498,
-62.16930000,-62.06087742,-0.10842258,-0.09373995,
-62.15890000,-62.07554516,-0.08335484,-0.09945119,
-62.18720000,-62.08812258,-0.09907742,-0.09866891,
-62.16930000,-62.10289677,-0.06640323,-0.09335427,
-62.18030000,-62.11352258,-0.06677742,-0.08359402,
-62.13570000,-62.12437419,-0.01132581,-0.06720896,
-62.13150000,-62.12922581,-0.00227419,-0.04290264,
-62.11680000,-62.13397419,0.01717419,-0.01659020,
-62.10400000,-62.13704194,0.03304194,0.00585290,
-62.08810000,-62.14067742,0.05257742,0.02502614,
-62.11660000,-62.14041290,0.02381290,0.03770363,
-62.12010000,-62.14058065,0.02048065,0.03837950,
-62.12320000,-62.13970645,0.01650645,0.03075578,
-62.10880000,-62.13957742,0.03077742,0.02418177,
-62.13780000,-62.13494516,-0.00285484,0.01980300,
-62.13610000,-62.13055161,-0.00554839,0.01196742,
-62.14940000,-62.12537419,-0.02402581,0.00022019,
-62.12780000,-62.12056452,-0.00723548,-0.01012688,
-62.17370000,-62.11406452,-0.05963548,-0.01959470,
-62.17190000,-62.10939677,-0.06250323,-0.03453740,
-62.17510000,-62.10451290,-0.07058710,-0.05188244,
-62.16390000,-62.10160323,-0.06229677,-0.06361595,
-62.17050000,-62.09867419,-0.07182581,-0.06862600,
-62.16220000,-62.09656774,-0.06563226,-0.06986739,
-62.16400000,-62.09479677,-0.06920323,-0.06947532,
-62.10070000,-62.09370645,-0.00699355,-0.06210159,
-62.11100000,-62.09131935,-0.01968065,-0.04402497,
