red_mean,luma_mean
-210.4868,-60.1823
22.3683,-58.7570
-209.4114,-58.4176
21.6933,-58.6512
-209.7652,-58.7555
19.5418,-59.4634
-210.7176,-59.7762
19.3439,-59.8481
-210.8895,-59.9005
19.4535,-59.8398
-210.5815,-59.7427
19.6360,-59.6765
-210.6896,-59.7164
19.6504,-59.7061
-211.0821,-59.8438
19.7195,-59.8192
-212.3347,-60.2340
19.5317,-60.2567
-212.6064,-60.3480
19.6140,-60.3176
-209.6278,-59.3532
22.9134,-58.2968
-209.6268,-58.3051
22.3828,-58.4757
-212.2317,-59.3388
20.5799,-59.9310
-213.1142,-60.2344
20.0095,-60.4090
-212.9107,-60.3224
20.7010,-60.1020
-212.1501,-59.8376
20.5018,-59.9124
-212.3759,-59.9726
19.5466,-60.2994
-212.3934,-60.3056
19.2185,-60.4104
-212.3809,-60.3867
18.7112,-60.5521
-212.3004,-60.5081
22.5816,-59.2859
-209.0701,-58.2267
21.7207,-58.5415
-210.2920,-58.9034
19.9144,-59.4980
-210.6124,-59.6065
18.6262,-60.0336
-210.9278,-60.1277
18.6556,-60.0901
-210.6797,-60.0183
18.7080,-60.0034
-210.6737,-60.0009
18.3880,-60.0953
-211.1714,-60.2683
18.0775,-60.3701
-211.2086,-60.3769
18.1328,-60.3468
-211.0913,-60.3187
18.5931,-60.1756
-208.8127,-59.4347
22.0198,-58.3338
-208.7943,-58.3266
20.8090,-58.7238
-211.1732,-59.5055
19.9984,-59.7582
-211.8431,-59.9890
19.6517,-60.0917
-211.8965,-60.0917
20.2730,-59.8966
-211.5269,-59.7678
19.9708,-59.8754
-211.8127,-59.9575
19.8422,-59.9953
-213.3082,-60.4826
19.7186,-60.5286
-213.1565,-60.4818
19.7686,-60.4671
-212.7550,-60.3275
19.6941,-60.3585
-210.0930,-59.5010
23.1362,-58.3940
-209.7973,-58.3080
22.1185,-58.6291
-211.6611,-59.2334
20.9960,-59.6097
-212.1831,-59.7859
20.6728,-59.8826
-212.1590,-59.8477
20.6937,-59.8528
-211.6959,-59.7040
20.6141,-59.7349
-211.4488,-59.6421
20.2958,-59.7555
-211.7788,-59.8507
19.5034,-60.1205
-212.5730,-60.3668
19.1281,-60.4899
-212.5514,-60.4772
19.3837,-60.3929
-212.3629,-60.3272
21.8884,-59.5234
-208.7745,-58.3562
22.6096,-58.1362
-209.2912,-58.2895
21.1354,-58.7646
-210.8347,-59.2772
20.8388,-59.3780
-210.8666,-59.3885
20.8081,-59.3990
-210.8068,-59.3748
21.6562,-59.1032
-210.8019,-59.0954
21.3616,-59.2072
-211.1889,-59.3202
21.0542,-59.4358
-211.6160,-59.5543
20.6791,-59.6837
-211.6133,-59.6812
20.7217,-59.6602
-211.6387,-59.6676
20.9046,-59.6001
-208.4655,-58.5989
23.4668,-57.7719
-208.5427,-57.7927
22.3752,-58.1337
-210.0209,-58.6271
20.1783,-59.3552
-210.2779,-59.4347
20.2347,-59.4094
-209.5524,-59.1766
20.3035,-59.1641
-209.3595,-59.0937
20.6018,-58.9864
-210.4281,-59.3540
20.3449,-59.4080
-210.9961,-59.6000
20.2337,-59.6415
-211.1039,-59.6707
20.2695,-59.6545
-211.0720,-59.6400
20.2576,-59.6479
-208.8329,-58.9352
22.5872,-58.1801
-208.5804,-58.1026
22.2797,-58.2008
-210.0414,-58.6911
21.7131,-58.8633
-211.0114,-59.1880
21.6567,-59.2075
-211.0755,-59.2275
21.7423,-59.1731
-211.1164,-59.1962
21.7716,-59.1846
-211.2239,-59.2202
21.7486,-59.2255
-211.9590,-59.4708
21.5423,-59.5407
-211.9530,-59.5354
21.5476,-59.5334
-211.9208,-59.5237
21.4634,-59.5532
-211.9017,-59.5415
24.4150,-58.5592
-209.4641,-57.7826
24.3049,-57.8269
-210.1906,-58.0652
22.3196,-58.7069
-211.5223,-59.1385
22.0749,-59.2193
-211.5279,-59.2207
22.0522,-59.2258
-211.4697,-59.2025
21.8725,-59.2595
-211.4034,-59.2349
21.7471,-59.2794
-211.4181,-59.2798
20.9937,-59.5366
-211.5478,-59.5686
20.6380,-59.6864
-211.6765,-59.7163
20.3817,-59.8020
-211.6841,-59.7993
20.2951,-59.8300
-211.7250,-59.8344
22.0184,-59.2854
-208.1993,-58.1541
23.0795,-57.8193
-208.2918,-57.8495
21.3780,-58.4031
-208.6826,-58.5180
20.0727,-58.9501
-209.2717,-59.1406
19.0442,-59.4740
-209.2780,-59.4861
19.3253,-59.4000
-209.2074,-59.3762
19.7174,-59.2374
-209.5090,-59.3392
19.7166,-59.3385
-210.2977,-59.5972
19.3110,-59.7101
-211.0593,-59.9581
19.1671,-60.0043
-211.1318,-60.0235
19.2871,-59.9738
-211.1798,-59.9984
