red_mean,luma_mean
-215.8308,-60.1858
20.6586,-60.2268
-216.5427,-60.4613
20.5664,-60.4657
-217.0747,-60.6490
20.4852,-60.6693
-217.2722,-60.7258
20.5732,-60.6786
-217.2846,-60.6882
20.6905,-60.6466
-217.2886,-60.6474
20.7995,-60.6079
-217.1686,-60.5736
22.2830,-60.0777
-216.4814,-59.8814
22.4124,-59.8325
-217.1488,-60.0656
22.3776,-60.0499
-217.6272,-60.2127
22.3807,-60.2086
-217.7047,-60.2374
22.4893,-60.1937
-217.7741,-60.2383
22.9096,-60.0905
-217.3534,-59.9523
23.3861,-59.7917
-217.7450,-59.9240
23.4167,-59.9072
-216.2956,-59.4685
23.9213,-59.3094
-216.5949,-59.4010
23.2527,-59.6308
-216.6005,-59.6305
23.0596,-59.6974
-216.5602,-59.6706
22.9604,-59.7090
-216.5180,-59.6903
22.9450,-59.6975
-216.4791,-59.6754
22.3839,-59.8822
-216.5253,-59.8983
21.6693,-60.1250
-216.5307,-60.0983
22.5570,-59.8302
-214.4417,-59.1519
21.9818,-59.3474
-214.5952,-59.3959
21.7429,-59.4791
-214.5603,-59.4527
21.0906,-59.6778
-214.5990,-59.6854
20.9238,-59.7407
-214.5649,-59.7108
20.2870,-59.9282
-215.5147,-60.2695
19.1828,-60.6222
-215.7487,-60.6755
19.4855,-60.5875
-215.5735,-60.5277
21.3707,-59.9018
-215.5649,-59.9083
21.3216,-59.9273
-215.6385,-59.9457
21.1823,-59.9897
-216.5079,-60.2826
20.7835,-60.4171
-216.4961,-60.4194
21.2237,-60.2508
-215.5445,-59.9330
21.4876,-59.8581
-215.2965,-59.7848
20.3165,-60.1517
-216.1689,-60.4358
19.6569,-60.6454
-215.3640,-60.3726
22.0164,-59.6290
-215.0125,-59.5309
21.6233,-59.6398
-216.1849,-60.0314
21.3477,-60.1175
-216.3922,-60.1738
21.3528,-60.1552
-216.2996,-60.1381
21.5753,-60.0699
-216.0837,-60.0024
21.5378,-60.0131
-216.0929,-60.0225
21.4787,-60.0376
-216.0835,-60.0357
21.7316,-59.9441
-214.9195,-59.5922
22.7693,-59.2693
-215.2640,-59.3883
22.5412,-59.4615
-215.3410,-59.4624
22.2889,-59.5519
-215.7662,-59.6845
21.8366,-59.8365
-215.9742,-59.8906
21.4162,-60.0362
-216.2282,-60.1186
21.3733,-60.1402
-216.2093,-60.1208
21.4872,-60.0944
-215.8072,-59.9505
23.8158,-59.1995
-214.9395,-58.9260
23.6966,-58.9657
-215.7432,-59.2504
23.4094,-59.3301
-215.9484,-59.3810
22.2643,-59.7902
