red_mean,luma_mean
-219.8669,-60.6974
19.1177,-63.0161
-221.1073,-63.4170
19.1189,-63.3831
-220.1047,-63.0542
20.2531,-62.6723
-219.4719,-62.4756
21.4098,-62.0872
-220.1623,-62.3006
21.8217,-62.1729
-218.9331,-61.7593
22.1677,-61.6445
-218.6506,-61.5582
24.3049,-60.8768
-216.2190,-60.0619
24.1332,-60.1116
-215.9930,-60.0247
27.2855,-59.0886
-212.8759,-58.0553
29.2387,-57.4328
-212.9998,-57.4694
26.9897,-58.2282
-214.5254,-58.7092
22.8412,-60.0566
-215.5259,-60.3739
21.4922,-60.8478
-216.6124,-61.1828
19.7363,-61.7722
-216.9461,-61.8602
20.2419,-61.6865
-216.8676,-61.6521
20.9400,-61.4565
-214.9232,-60.7809
20.9161,-60.7917
-214.9298,-60.7944
21.1061,-60.7313
-213.1057,-60.1031
22.2473,-59.7526
-212.4776,-59.5670
20.3091,-60.1937
-215.0778,-61.0482
19.2349,-61.4098
-215.1645,-61.4361
19.3031,-61.4190
-214.6032,-61.2197
18.8745,-61.3579
-215.2696,-61.5827
18.5097,-61.6978
-215.2423,-61.6808
18.3311,-61.7373
-215.2015,-61.7172
18.2760,-61.7345
-215.1132,-61.7004
18.2424,-61.7120
-214.9951,-61.6650
19.0000,-61.4344
-213.0215,-60.7855
20.4219,-60.3730
-213.2071,-60.4144
18.6265,-61.0239
-214.8199,-61.5503
16.4976,-62.2850
-215.4314,-62.4559
16.4822,-62.4531
-214.9726,-62.2874
16.5893,-62.2453
-214.8545,-62.2052
16.7191,-62.1582
-214.8269,-62.1428
16.6611,-62.1606
-215.3920,-62.3555
16.6304,-62.3644
-215.2724,-62.3059
16.9019,-62.1946
-212.7793,-61.3948
20.6576,-60.1972
-211.1869,-59.7158
18.5638,-60.4266
-213.9462,-61.3026
16.8228,-61.8712
-215.4977,-62.3913
16.6431,-62.4526
-215.3879,-62.4172
16.7470,-62.3778
-214.5795,-62.0923
16.4983,-62.1757
-214.5850,-62.1759
16.4512,-62.1944
-214.4543,-62.1376
16.4446,-62.1444
-214.1810,-62.0530
16.4442,-62.0497
-214.1419,-62.0319
16.6098,-61.9697
-213.8112,-61.8607
18.9599,-61.0866
-210.0923,-59.9132
20.1604,-59.5414
-211.5868,-60.0334
