red_mean,luma_mean
-216.4744,-61.0143
18.6836,-61.0686
-216.4023,-61.0247
19.2112,-60.8866
-216.6505,-60.9643
21.2920,-60.3352
-212.1561,-58.8691
21.0820,-58.9263
-215.4716,-60.0210
17.1323,-61.3217
-217.3809,-61.8987
16.9208,-61.9684
-217.3635,-61.9630
16.9184,-61.9611
-217.0830,-61.8649
16.9151,-61.8592
-216.9147,-61.7999
17.2028,-61.7055
-216.6630,-61.6176
17.1582,-61.6294
-216.6985,-61.6390
17.1691,-61.6387
-216.6375,-61.6175
17.1765,-61.6193
-216.5756,-61.5986
17.2626,-61.5750
-215.8246,-61.3277
20.5177,-60.2765
-213.2214,-59.4851
18.7699,-60.0314
-216.4174,-61.0554
16.7518,-61.7059
-216.5857,-61.7507
16.7562,-61.7431
-216.5907,-61.7455
16.8387,-61.7070
-216.6605,-61.7384
16.9474,-61.7083
-216.6764,-61.7145
17.1090,-61.6519
-216.6902,-61.6600
17.4048,-61.5646
-216.6857,-61.5694
17.7831,-61.4250
-216.8305,-61.4742
17.7795,-61.4711
-216.8410,-61.4758
17.8611,-61.4432
-215.6163,-61.0605
23.4770,-59.2589
-215.5110,-59.2457
21.2713,-59.9658
-219.5234,-61.2761
19.4859,-61.8316
-219.6063,-61.8603
19.5271,-61.8457
-219.4887,-61.8058
20.0293,-61.6287
-219.5016,-61.6339
19.9797,-61.6488
-219.4923,-61.6484
19.9847,-61.6386
-219.6643,-61.6922
20.0072,-61.6849
-219.6626,-61.6829
20.1985,-61.6224
-219.6591,-61.6182
20.1424,-61.6375
-219.4874,-61.5795
21.9481,-61.0316
-216.2193,-59.9632
21.0238,-60.2796
-219.2453,-61.2497
19.6288,-61.7247
-219.2718,-61.7276
19.4726,-61.7664
-219.0675,-61.6716
19.4453,-61.6960
-218.9129,-61.6513
19.6636,-61.5767
-218.4068,-61.4084
19.6086,-61.4287
-218.5025,-61.4624
19.5447,-61.4770
-218.4757,-61.4558
19.5519,-61.4566
-218.5789,-61.5111
20.1797,-61.2958
-212.9626,-59.4983
21.0603,-59.2319
-215.0623,-59.9101
17.2458,-61.1327
-217.3894,-61.8788
16.6691,-62.0705
-217.3858,-62.0634
16.6681,-62.0721
-216.9630,-61.9119
17.0294,-61.7907
-216.8061,-61.7484
16.9525,-61.7656
-216.6422,-61.7056
16.8415,-61.7489
-216.5543,-61.7143
16.8244,-61.7150
-216.3238,-61.6379
16.9402,-61.6044
-216.3522,-61.6283
17.8721,-61.3214
-212.2792,-60.0312
21.7859,-58.7761
-213.3713,-59.1545
19.0864,-60.0182
-217.3468,-61.3179
16.7866,-62.0491
-217.4901,-62.0973
16.7976,-62.0899
-217.4886,-62.0909
17.0711,-61.9899
-217.3216,-61.9221
17.0818,-61.9216
-217.2318,-61.8791
16.5744,-62.0355
-217.3731,-62.0808
16.3834,-62.1467
-217.1427,-62.0609
16.6927,-61.9671
-216.5063,-61.7660
17.2227,-61.5952
-212.8682,-60.4060
21.4709,-59.0979
-213.0394,-59.1491
18.8481,-60.0191
-217.0764,-61.2978
15.7456,-62.2874
-217.2897,-62.3541
15.8286,-62.3274
-217.1486,-62.2795
16.2695,-62.1027
-216.4904,-61.9077
16.4897,-61.8440
-216.5560,-61.8651
16.4995,-61.8408
-216.5619,-61.8583
16.9248,-61.7028
-215.4141,-61.3435
18.0625,-60.9880
-215.8204,-61.1210
17.9761,-61.1564
-215.2852,-60.9735
22.2227,-59.6388
-215.3516,-59.6648
19.5370,-60.5396
-218.0765,-61.3954
17.7263,-61.9993
-218.2398,-62.0458
17.1416,-62.2211
-218.2138,-62.1974
17.1275,-62.2034
-217.9428,-62.1050
17.5419,-61.9708
-217.8160,-61.9252
17.5915,-61.9108
-217.7339,-61.8862
17.6832,-61.8587
-217.5147,-61.7882
17.6562,-61.8062
-217.4605,-61.7885
17.6634,-61.7890
-216.8030,-61.5653
21.4365,-60.3900
-214.5635,-59.6526
19.1248,-60.4010
-217.8470,-61.4648
17.4430,-61.9908
-217.9337,-62.0287
17.4943,-62.0109
-217.8230,-61.9751
18.0467,-61.7865
-217.7018,-61.7536
18.4857,-61.5992
-217.8606,-61.6508
18.6870,-61.5826
-218.0412,-61.6391
18.6773,-61.6420
-218.0492,-61.6422
18.6892,-61.6318
-218.0503,-61.6327
18.6602,-61.6442
-217.6690,-61.5181
22.8749,-60.1976
-216.3239,-59.7857
20.5544,-60.5387
-219.4280,-61.5144
18.8561,-62.0424
-219.5514,-62.0935
18.8878,-62.0847
-219.5118,-62.0746
19.1925,-61.9659
-219.1844,-61.8566
19.4702,-61.7606
-219.1540,-61.7517
19.7578,-61.6493
-219.2741,-61.6938
19.7952,-61.6808
-219.2828,-61.6807
19.9295,-61.6374
-219.2762,-61.6339
19.8700,-61.6719
-218.5077,-61.4137
26.0279,-59.4597
-218.2831,-59.3962
23.3531,-60.2709
-221.8804,-61.4031
21.2083,-62.0891
-222.0679,-62.1681
21.2106,-62.1730
-222.0529,-62.1672
21.7712,-61.9623
-221.8835,-61.8995
21.6506,-61.9461
-221.8277,-61.9283
22.0906,-61.7666
-221.8037,-61.7671
22.2945,-61.6920
-221.8601,-61.7213
22.3876,-61.6859
-221.7972,-61.6621
22.3814,-61.6722
-221.1770,-61.4576
26.5400,-60.1396
-217.9350,-59.1289
24.9975,-59.6249
-221.2466,-60.6990
21.1661,-61.9147
-222.3882,-62.3023
21.1132,-62.3110
-222.5296,-62.3399
21.2516,-62.2876
-222.4290,-62.2661
22.2500,-61.9422
-222.2593,-61.8834
22.6494,-61.7299
-222.5096,-61.8041
22.5899,-61.8268
-222.5805,-61.8491
22.6508,-61.8261
-222.6936,-61.8651
22.6594,-61.8610
-222.6812,-61.8566
22.6912,-61.8362
-222.0323,-61.6335
27.0074,-60.3041
-220.3722,-59.7727
24.8692,-60.4454
-223.6672,-61.5001
